species,binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,diel
Lampropeltis_zonata,Lampropeltis zonata,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,California mountain kingsnake,NA,NA,NA,NA,NA,NA,28.8,345.6,NA,NA,acceptable,407,345.6,NA,NA,NA,345.6,NA
Lamprophis_fuliginosus,Lamprophis fuliginosus,Chordata,Reptilia,Squamata,Colubridae,Lamprophis,African house snake,NA,NA,NA,NA,182,182,9,108,NA,NA,acceptable,NA,108,NA,NA,NA,108,NOC
Lamprotornis_caudatus,Lamprotornis caudatus,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Long-tailed glossy starling,NA,NA,NA,NA,NA,NA,17.8,213.6,NA,NA,acceptable,121,213.6,NA,NA,NA,213.6,NA
Lamprotornis_hildebrandti,Lamprotornis hildebrandti,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Hildebrandt's starling,NA,NA,NA,NA,NA,NA,16.9,202.8,NA,NA,acceptable,55.8,202.8,NA,NA,NA,202.8,NA
Lamprotornis_superbus,Lamprotornis superbus,Chordata,Aves,Passeriformes,Sturnidae,Lamprotornis,Superb starling,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,NA,NA,NA,NA,NA,300,NA
Lanius_collurio,Lanius collurio,Chordata,Aves,Passeriformes,Laniidae,Lanius,Red-backed shrike,NA,NA,NA,NA,365,365,10.1,121.2,0.383,27,acceptable,28.4,121.2,NA,NA,NA,121.2,DIU
Lanius_excubitor,Lanius excubitor,Chordata,Aves,Passeriformes,Laniidae,Lanius,Northern shrike,NA,NA,NA,NA,335,335,12,144,0.8161,72.4,acceptable,63.5,144,NA,NA,NA,144,DIU
Lanius_ludovicianus,Lanius ludovicianus,Chordata,Aves,Passeriformes,Laniidae,Lanius,Loggerhead shrike,NA,NA,NA,NA,365,365,12.5,150,NA,NA,acceptable,46,150,NA,NA,NA,150,NA
Lanius_senator,Lanius senator,Chordata,Aves,Passeriformes,Laniidae,Lanius,Woodchat shrike,NA,NA,NA,NA,365,365,5.7,68.4,NA,NA,acceptable,36,68.4,NA,NA,NA,68.4,DIU
Larosterna_inca,Larosterna inca,Chordata,Aves,Charadriiformes,Laridae,Larosterna,Inca tern,NA,NA,NA,NA,NA,NA,26,312,NA,NA,acceptable,219,312,NA,NA,NA,312,NA
Larus_argentatus,Larus argentatus,Chordata,Aves,Charadriiformes,Laridae,Larus,Herring gull,NA,NA,NA,NA,1825,1460,49,588,4.817,1000,acceptable,1094,588,535,NA,5.08,588,NA
Larus_cachinnans,Larus cachinnans,Chordata,Aves,Charadriiformes,Laridae,Larus,Caspian gull,NA,NA,NA,NA,1460,1460,31.9,382.8,NA,NA,acceptable,1117.2,382.8,NA,NA,NA,382.8,NA
Larus_californicus,Larus californicus,Chordata,Aves,Charadriiformes,Laridae,Larus,California gull,NA,NA,NA,NA,1095,1095,30,360,NA,NA,acceptable,691,360,NA,NA,NA,360,NA
Larus_canus,Larus canus,Chordata,Aves,Charadriiformes,Laridae,Larus,Mew gull,NA,NA,NA,NA,1095,730,33.7,404.4,2.257,431,acceptable,430.6,404.4,NA,NA,NA,404.4,DIU
Larus_delawarensis,Larus delawarensis,Chordata,Aves,Charadriiformes,Laridae,Larus,Ring-billed gull,NA,NA,NA,NA,730,730,31.8,381.6,2.91742,439,acceptable,518.5,381.6,720,NA,8.72,381.6,NA
Larus_dominicanus,Larus dominicanus,Chordata,Aves,Charadriiformes,Laridae,Larus,Kelp gull,NA,NA,NA,NA,NA,NA,27,324,NA,NA,acceptable,NA,NA,940,NA,6.84796,324,NA
Larus_fuscus,Larus fuscus,Chordata,Aves,Charadriiformes,Laridae,Larus,Lesser black-backed gull,NA,NA,NA,NA,1460,1460,34.9,418.8,NA,NA,acceptable,766.2,418.8,NA,NA,NA,418.8,NA
Larus_glaucescens,Larus glaucescens,Chordata,Aves,Charadriiformes,Laridae,Larus,Glaucous-winged gull,NA,NA,NA,NA,2009,2009,32,384,NA,NA,acceptable,908,384,NA,NA,NA,384,NA
Larus_glaucoides,Larus glaucoides,Chordata,Aves,Charadriiformes,Laridae,Larus,Iceland gull,NA,NA,NA,NA,1460,1460,33,396,NA,NA,acceptable,945.5,396,NA,NA,NA,396,NA
Larus_heermanni,Larus heermanni,Chordata,Aves,Charadriiformes,Laridae,Larus,Heermann's gull,NA,NA,NA,NA,NA,NA,24,288,NA,NA,acceptable,500,288,NA,NA,NA,288,NA
Larus_hyperboreus,Larus hyperboreus,Chordata,Aves,Charadriiformes,Laridae,Larus,Glaucous gull,NA,NA,NA,NA,1460,1460,21.1,253.2,NA,NA,acceptable,1210,253.2,NA,NA,NA,253.2,NA
Larus_marinus,Larus marinus,Chordata,Aves,Charadriiformes,Laridae,Larus,Great black-backed gull,NA,NA,NA,NA,1825,1825,32.8,393.6,NA,NA,acceptable,1658.5,350.4,NA,NA,NA,393.6,NA
Larus_michahellis,Larus michahellis,Chordata,Aves,Charadriiformes,Laridae,Larus,Yellow-legged gull,NA,NA,NA,NA,1460,1460,19.2,230.4,NA,NA,acceptable,NA,230.4,NA,NA,NA,230.4,NA
Larus_occidentalis,Larus occidentalis,Chordata,Aves,Charadriiformes,Laridae,Larus,Western gull,NA,NA,NA,NA,1825,1460,33.9,406.8,3.43629,761,acceptable,931.5,406.8,NA,NA,NA,406.8,NA
Larus_pacificus,Larus pacificus,Chordata,Aves,Charadriiformes,Laridae,Larus,Pacific gull,NA,NA,NA,NA,NA,NA,24.3,291.6,NA,NA,acceptable,1313.5,174,1187,NA,7.0448,291.6,NA
Lasionycteris_noctivagans,Lasionycteris noctivagans,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasionycteris,Silver-haired bat,11.02,NA,144,154.68,152,152,12,144,NA,NA,acceptable,10,144,NA,NA,NA,144,NA
Lasiopodomys_brandtii,Lasiopodomys brandtii,Chordata,Mammalia,Rodentia,Cricetidae,Lasiopodomys,Brandt's vole,NA,NA,NA,NA,61,NA,4.1,49.2,0.428,40.2,acceptable,40,49.2,NA,NA,NA,49.2,NA
Lasiorhinus_krefftii,Lasiorhinus krefftii,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,Northern hairy-nosed wombat,31849.99,NA,360,NA,589,547,30,360,NA,NA,acceptable,31000,360,NA,NA,NA,360,NA
Lasiorhinus_latifrons,Lasiorhinus latifrons,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,Southern hairy-nosed wombat,26163.8,29920,294,631.37,547,547,29.9,358.8,16.001,27348.2,acceptable,25500,358.8,19264,NA,57.498,326.4,NA
Lasiurus_cinereus,Lasiurus cinereus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Hoary bat,27.06,19.9,25.2,NA,NA,NA,14,168,NA,NA,acceptable,24,168,NA,NA,NA,96.6,NA
Lasius_niger,Lasius niger,Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Black garden ant,NA,NA,NA,NA,NA,NA,28,336,NA,NA,acceptable,NA,NA,5.80E-04,5.96E-06,NA,336,NA
Lates_niloticus,Lates niloticus,Chordata,Actinopterygii,Perciformes,Centropomidae,Lates,Snook,NA,NA,NA,NA,912,NA,7.8,93.6,NA,NA,acceptable,110000,93.6,NA,NA,NA,93.6,NA
Latimeria_chalumnae,Latimeria chalumnae,Chordata,Coelacanthi,Coelacanthiformes,Latimeriidae,Latimeria,"West Indian ocean coelacanth, or Coelacanth",NA,NA,NA,NA,NA,NA,48,576,NA,NA,acceptable,NA,NA,NA,NA,NA,576,NA
Latridopsis_ciliaris,Latridopsis ciliaris,Chordata,Actinopterygii,Perciformes,Latridae,Latridopsis,Bastard trumpeter,NA,NA,NA,NA,2007,2007,33,396,NA,NA,acceptable,NA,396,NA,NA,NA,396,NA
Laudakia_stellio,Laudakia stellio,Chordata,Reptilia,Squamata,Agamidae,Laudakia,Levant starred lizard,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,72,NA,NA,NA,72,DIU
Lebetus_scorpioides,Lebetus scorpioides,Chordata,Actinopterygii,Perciformes,Gobiidae,Lebetus,Diminutive goby,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Leiocephalus_carinatus,Leiocephalus carinatus,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,Northern curly-tailed lizard,NA,NA,NA,NA,NA,NA,10.8,129.6,NA,NA,acceptable,30,129.6,NA,NA,0.0717,129.6,NA
Leioheterodon_madagascariensis,Leioheterodon madagascariensis,Chordata,Reptilia,Squamata,Lamprophiidae,Leioheterodon,Madagascar giant hognose snake,NA,NA,NA,NA,NA,NA,27.2,326.4,NA,NA,acceptable,NA,326.4,NA,NA,NA,326.4,NA
Leiopython_albertisii,Leiopython albertisii,Chordata,Reptilia,Squamata,Pythonidae,Leiopython,D'albert's python,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,NA,216,NA,NA,NA,216,NA
Leiostomus_xanthurus,Leiostomus xanthurus,Chordata,Actinopterygii,Perciformes,Sciaenidae,Leiostomus,Spot,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,247.5,48,NA,NA,NA,48,NA
Leiothlypis_celata,Leiothlypis celata,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Orange-crowned warbler,NA,NA,NA,NA,365,365,8.6,103.2,0.151745,9.3,acceptable,9.2,103.2,NA,NA,NA,103.2,NA
Leiothlypis_luciae,Leiothlypis luciae,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Lucy's warbler,NA,NA,NA,NA,NA,NA,5.8,69.6,NA,NA,acceptable,6.6,69.6,NA,NA,NA,69.6,NA
Leiothlypis_peregrina,Leiothlypis peregrina,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Tennessee warbler,NA,NA,NA,NA,365,365,6.4,76.8,NA,NA,acceptable,8.5,76.8,NA,NA,NA,76.8,NA
Leiothlypis_ruficapilla,Leiothlypis ruficapilla,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Nashville warbler,NA,NA,NA,NA,365,365,10.2,122.4,NA,NA,acceptable,7.5,122.4,NA,NA,NA,122.4,NA
Leiothlypis_virginiae,Leiothlypis virginiae,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,Virginia's warbler,NA,NA,NA,NA,NA,NA,6.2,74.4,NA,NA,acceptable,8.2,74.4,NA,NA,NA,74.4,NA
Leiothrix_lutea,Leiothrix lutea,Chordata,Aves,Passeriformes,Leiothrichidae,Leiothrix,Red-billed leiothrix,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,21.5,180,NA,NA,NA,180,NA
Leipoa_ocellata,Leipoa ocellata,Chordata,Aves,Galliformes,Megapodiidae,Leipoa,Malleefowl,NA,NA,NA,NA,NA,NA,5.1,61.2,NA,NA,acceptable,NA,NA,2000,NA,4.662,61.2,DIU
Lemmus_lemmus,Lemmus lemmus,Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Norway lemming,67.62,80,24,22.67,24,44,3.3,39.6,1.071,80,acceptable,70,39.6,NA,NA,NA,31.8,ARR
Lemniscomys_barbarus,Lemniscomys barbarus,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,Barbary striped grass mouse,26.15,NA,NA,NA,NA,NA,4.4,52.8,NA,NA,acceptable,26.2,52.8,NA,NA,NA,52.8,NA
Lemniscomys_striatus,Lemniscomys striatus,Chordata,Mammalia,Rodentia,Muridae,Lemniscomys,Typical striped grass mouse,43.65,NA,30,81.36,168,NA,4.8,57.6,NA,NA,acceptable,42.3,57.6,NA,NA,NA,43.8,NA
Lemur_catta,Lemur catta,Chordata,Mammalia,Primates,Lemuridae,Lemur,Ring-tailed lemur,2626.48,NA,360,831.62,595,912,37.3,447.6,NA,NA,high,2555,447.6,2055,NA,21.41,403.8,DIU
Leontocebus_fuscicollis,Leontocebus fuscicollis,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,Saddlebacked tamarin,NA,NA,NA,NA,546,730,24.9,298.8,NA,NA,acceptable,456.5,298.8,NA,NA,NA,298.8,NA
Leontocebus_nigricollis,Leontocebus nigricollis,Chordata,Mammalia,Primates,Callitrichidae,Leontocebus,Black-mantled tamarin,NA,NA,NA,NA,850,NA,20.2,242.4,NA,NA,acceptable,519.2,242.4,NA,NA,NA,242.4,NA
Leontopithecus_chrysomelas,Leontopithecus chrysomelas,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Golden-headed lion tamarin,572.8,NA,NA,NA,654,730,21.3,255.6,NA,NA,acceptable,535,255.6,NA,NA,NA,255.6,NA
Leontopithecus_rosalia,Leontopithecus rosalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,Golden lion tamarin,592.52,NA,297.6,890.34,547,730,31.6,379.2,NA,NA,high,654.5,379.2,NA,NA,13.25,338.4,NA
Leopardus_colocolo,Leopardus colocolo,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Colocolo,NA,NA,NA,NA,NA,NA,19.6,235.2,NA,NA,acceptable,2950,235.2,NA,NA,NA,235.2,NA
Leopardus_geoffroyi,Leopardus geoffroyi,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Geoffroy's cat,NA,NA,NA,NA,479,NA,23,276,NA,NA,acceptable,4000,276,NA,NA,NA,276,NA
Leopardus_pardalis,Leopardus pardalis,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Ocelot,11880,11880,243.6,678.64,600,600,28.2,338.4,17.368,10500,acceptable,8800,338.4,NA,NA,NA,291,NA
Leopardus_tigrinus,Leopardus tigrinus,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Little spotted cat,NA,NA,NA,NA,NA,NA,21.9,262.8,NA,NA,acceptable,2250,262.8,NA,NA,NA,262.8,NA
Leopardus_wiedii,Leopardus wiedii,Chordata,Mammalia,Carnivora,Felidae,Leopardus,Margay,3270.81,3281.67,240,1052.28,659,NA,24,288,5.227,3600,acceptable,3666.7,288,NA,NA,NA,264,NA
Lepidochelys_kempii,Lepidochelys kempii,Chordata,Reptilia,Testudines,Cheloniidae,Lepidochelys,Atlantic ridley,NA,NA,NA,NA,2190,2190,30.2,362.4,NA,NA,acceptable,NA,NA,NA,NA,NA,362.4,NA
Lepidogobius_lepidus,Lepidogobius lepidus,Chordata,Actinopterygii,Perciformes,Gobiidae,Lepidogobius,Bay goby,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Lepidomeda_mollispinis,Lepidomeda mollispinis,Chordata,Teleostei,Cypriniformes,Leuciscidae,Lepidomeda,Virgin spinedace,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Lepidonotothen_squamifrons,Lepidonotothen squamifrons,Chordata,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen,Grey rockcod,NA,NA,NA,NA,2920,NA,19,228,NA,NA,acceptable,NA,228,NA,NA,NA,228,NA
Lepidophyma_flavimaculatum,Lepidophyma flavimaculatum,Chordata,Reptilia,Squamata,Xantusiidae,Lepidophyma,Yellow-spotted night lizard,NA,NA,NA,NA,NA,NA,11,132,NA,NA,acceptable,11.3,132,NA,NA,NA,132,NA
Lepidopsetta_bilineata,Lepidopsetta bilineata,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,Rock sole,NA,NA,NA,NA,3285,NA,22,264,NA,NA,acceptable,NA,264,NA,NA,NA,264,NA
Lepidosiren_paradoxa,Lepidosiren paradoxa,Chordata,Dipnoi,Lepidosireniformes,Lepidosirenidae,Lepidosiren,South American lungfish,NA,NA,NA,NA,NA,NA,8.3,99.6,NA,NA,acceptable,NA,NA,NA,NA,NA,99.6,NA
Lepisosteus_oculatus,Lepisosteus oculatus,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,Spotted gar,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,NA,NA,NA,NA,NA,216,NA
Lepisosteus_osseus,Lepisosteus osseus,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,Longnose gar,NA,NA,NA,NA,2190,1277,36,432,NA,NA,acceptable,NA,NA,NA,NA,NA,432,NA
Lepisosteus_platostomus,Lepisosteus platostomus,Chordata,Holostei,Lepisosteiformes,Lepisosteidae,Lepisosteus,Shortnose gar,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,NA,NA,NA,NA,240,NA
Lepomis_auritus,Lepomis auritus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Redbreast sunfish,NA,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,467.25,96,NA,NA,NA,96,NA
Lepomis_cyanellus,Lepomis cyanellus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Green sunfish,NA,NA,NA,NA,NA,NA,9,108,NA,NA,acceptable,529,108,NA,NA,NA,108,NA
Lepomis_macrochirus,Lepomis macrochirus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Bluegill,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,1181.25,120,NA,NA,NA,120,NA
Lepomis_marginatus,Lepomis marginatus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Dollar sunfish,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,72,NA,NA,NA,72,NA
Lepomis_megalotis,Lepomis megalotis,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Longear sunfish,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,434.5,72,NA,NA,NA,72,NA
Lepomis_microlophus,Lepomis microlophus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Redear sunfish,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,121,84,NA,NA,NA,84,NA
Lepomis_symmetricus,Lepomis symmetricus,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Bantam sunfish,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA
Leporillus_conditor,Leporillus conditor,Chordata,Mammalia,Rodentia,Muridae,Leporillus,Greater stick-nest rat,328.82,NA,NA,244.09,227,240,5.3,63.6,NA,NA,acceptable,332.5,63.6,NA,NA,NA,63.6,NA
Leptailurus_serval,Leptailurus serval,Chordata,Mammalia,Carnivora,Felidae,Leptailurus,Serval,11999.96,1012,276,887.95,821,NA,22.4,268.8,1.44,1012,high,13350,268.8,7887,NA,59.95,272.4,NA
Leptocottus_armatus,Leptocottus armatus,Chordata,Teleostei,Scorpaeniformes,Cottidae,Leptocottus,Pacific staghorn sculpin,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,NA,120,NA,NA,NA,120,NA
Leptodactylus_pentadactylus,Leptodactylus pentadactylus,Chordata,Amphibia,Anura,Leptodactylidae,Leptodactylus,Tungara frog,NA,NA,NA,NA,NA,NA,18.8,225.6,NA,NA,acceptable,415,225.6,NA,NA,NA,225.6,NOC
Leptolucania_ommata,Leptolucania ommata,Chordata,Actinopterygii,Cyprinodontiformes,Fundulidae,Leptolucania,Pygmy killifish,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Leptonycteris_curasoae,Leptonycteris curasoae,Chordata,Mammalia,Chiroptera,Phyllostomidae,Leptonycteris,Southern long-nosed bat,25.27,24,NA,NA,NA,NA,10.1,121.2,NA,NA,acceptable,25,121.2,24.5,NA,0.55,121.2,NA
Leptophis_mexicanus,Leptophis mexicanus,Chordata,Reptilia,Squamata,Colubridae,Leptophis,"Mexican parrot snake, or Parrot snake",NA,NA,NA,NA,NA,NA,7.7,92.4,NA,NA,acceptable,NA,92.4,NA,NA,NA,92.4,NA
Leptoptilos_crumeniferus,Leptoptilos crumeniferus,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Marabou,NA,NA,NA,NA,1460,1460,44.7,536.4,NA,NA,acceptable,8000,536.4,7130,NA,30.14,536.4,NA
Leptoptilos_dubius,Leptoptilos dubius,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Greater adjutant,NA,NA,NA,NA,NA,NA,43,516,NA,NA,acceptable,NA,516,NA,NA,NA,516,NA
Leptoptilos_javanicus,Leptoptilos javanicus,Chordata,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,Lesser adjutant,NA,NA,NA,NA,NA,NA,31.1,373.2,NA,NA,acceptable,5710,373.2,NA,NA,NA,373.2,NA
Leptotila_verreauxi,Leptotila verreauxi,Chordata,Aves,Columbiformes,Columbidae,Leptotila,White-tipped dove,NA,NA,NA,NA,NA,NA,8.6,103.2,0.8884,131,acceptable,147.5,103.2,131,0.8867875,NA,103.2,NA
Lepus_brachyurus,Lepus brachyurus,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Japanese hare,2519.45,NA,NA,NA,NA,NA,13,156,NA,NA,acceptable,2519,156,NA,NA,NA,156,NA
Lepus_californicus,Lepus californicus,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Black-tailed jackrabbit,2422.48,2300,81.6,263.07,243,NA,11.8,141.6,7.314,2300,acceptable,4175,141.6,NA,NA,12,111.6,NA
Lepus_europaeus,Lepus europaeus,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,European hare,3816.43,NA,144,210.95,236,NA,10.7,128.4,NA,NA,acceptable,4175,128.4,NA,NA,17.8,136.2,NA
Lepus_timidus,Lepus timidus,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Mountain hare,3105.42,NA,NA,NA,266,NA,18,216,8.443,3014.5,acceptable,4175,216,NA,NA,NA,216,NA
Lesueurigobius_friesii,Lesueurigobius friesii,Chordata,Actinopterygii,Perciformes,Gobiidae,Lesueurigobius,Fries' goby,NA,NA,NA,NA,730,730,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA
Lethenteron_appendix,Lethenteron appendix,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,American brook lamprey,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,NA,NA,NA,NA,60,NA
Lethenteron_camtschaticum,Lethenteron camtschaticum,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,Arctic lamprey,NA,NA,NA,NA,1642,1642,7,84,NA,NA,acceptable,NA,NA,NA,NA,NA,84,NA
Lethenteron_kessleri,Lethenteron kessleri,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,Siberian brook lamprey,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,NA,NA,NA,NA,NA,84,NA
Lethenteron_reissneri,Lethenteron reissneri,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,Far eastern brook lamprey,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,NA,NA,NA,NA,48,NA
Lethenteron_zanandreai,Lethenteron zanandreai,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lethenteron,Po brook lamprey,NA,NA,NA,NA,1916,1916,6,72,NA,NA,acceptable,NA,NA,NA,NA,NA,72,NA
Lethrinus_atkinsoni,Lethrinus atkinsoni,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Pacific yellowtail emperor,NA,NA,NA,NA,NA,NA,24,288,NA,NA,acceptable,NA,288,NA,NA,NA,288,NA
Lethrinus_genivittatus,Lethrinus genivittatus,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lancer,NA,NA,NA,NA,NA,NA,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA
Lethrinus_harak,Lethrinus harak,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Blackspot emperor,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,NA,180,NA,NA,NA,180,NA
Lethrinus_lentjan,Lethrinus lentjan,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Pig-face bream,NA,NA,NA,NA,NA,1277,19,228,NA,NA,acceptable,NA,228,NA,NA,NA,228,NA
Lethrinus_mahsena,Lethrinus mahsena,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Sky emperor,NA,NA,NA,NA,1095,1095,27,324,NA,NA,acceptable,NA,324,NA,NA,NA,324,NA
Lethrinus_miniatus,Lethrinus miniatus,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lipper,NA,NA,NA,NA,912,912,22,264,NA,NA,acceptable,5280,264,NA,NA,NA,264,NA
Lethrinus_nebulosus,Lethrinus nebulosus,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,North-West snapper,NA,NA,NA,NA,2299,1898,27,324,NA,NA,acceptable,4620,324,NA,NA,NA,324,NA
Lethrinus_obsoletus,Lethrinus obsoletus,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Orange-striped emperor,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,NA,168,NA,NA,NA,168,NA
Lethrinus_variegatus,Lethrinus variegatus,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Slender emperor,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,NA,180,NA,NA,NA,180,NA
Leucaspius_delineatus,Leucaspius delineatus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leucaspius,Belica,NA,NA,NA,NA,NA,NA,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA
Leuciscus_cephalus,Leuciscus cephalus,Chordata,Teleostei,Cypriniformes,Cyprinidae,Leuciscus,European chub,NA,NA,NA,NA,1825,1277,22,264,NA,NA,acceptable,4400,264,NA,NA,NA,264,NA
Leuciscus_idus,Leuciscus idus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,Ide,NA,NA,NA,NA,2007,1825,29.8,357.6,NA,NA,acceptable,2200,357.6,NA,NA,NA,357.6,NA
Leuciscus_leuciscus,Leuciscus leuciscus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Leuciscus,Common dace,NA,NA,NA,NA,1216,1186,16,192,NA,NA,acceptable,550,192,NA,NA,NA,192,NA
Leucophaeus_atricilla,Leucophaeus atricilla,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,Laughing gull,NA,NA,NA,NA,NA,NA,22,264,NA,NA,acceptable,275.6,264,NA,NA,NA,264,NA
Leucopsar_rothschildi,Leucopsar rothschildi,Chordata,Aves,Passeriformes,Sturnidae,Leucopsar,Bali mynah,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,95,300,NA,NA,NA,300,NA
Leucoraja_erinacea,Leucoraja erinacea,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Little skate,NA,NA,NA,NA,1460,1551,8,96,NA,NA,acceptable,NA,96,NA,NA,NA,96,NA
Leucoraja_naevus,Leucoraja naevus,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Sandy ray,NA,NA,NA,NA,3285,3102,14,168,NA,NA,acceptable,NA,168,NA,NA,NA,168,NA
Leucoraja_ocellata,Leucoraja ocellata,Chordata,Chondrichthyes,Rajiformes,Rajidae,Leucoraja,Winter skate,NA,NA,NA,NA,4198,NA,21,252,NA,NA,acceptable,NA,252,NA,NA,NA,252,NA
